"TL","Territory level and Typology","REG_ID","Region","VAR","Indicator","POS","Position","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"1","Country","LVA","Latvia","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2004","2004",,,"0","Units",,,5.4,,
"1","Country","LVA","Latvia","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2005","2005",,,"0","Units",,,13.9,,
"1","Country","LVA","Latvia","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2006","2006",,,"0","Units",,,22.5,,
"1","Country","LVA","Latvia","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2007","2007",,,"0","Units",,,31.92,,
"1","Country","LVA","Latvia","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2008","2008",,,"0","Units",,,39.66,,
"1","Country","LVA","Latvia","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2009","2009",,,"0","Units",,,50.23,,
"1","Country","LVA","Latvia","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2010","2010",,,"0","Units",,,52.56,,
"1","Country","LVA","Latvia","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2011","2011",,,"0","Units",,,59.38,,
"1","Country","LVA","Latvia","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2012","2012",,,"0","Units",,,67.28,,
"1","Country","LVA","Latvia","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2013","2013",,,"0","Units",,,70.13,,
"2","Large regions (TL2)","LV00","Latvia","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2010","2010",,,"0","Units",,,52.56,,
"2","Large regions (TL2)","LV00","Latvia","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2011","2011",,,"0","Units",,,59.38,,
"2","Large regions (TL2)","LV00","Latvia","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2012","2012",,,"0","Units",,,67.28,,
"2","Large regions (TL2)","LV00","Latvia","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2013","2013",,,"0","Units",,,70.13,,
"1","Country","LTU","Lithuania","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2003","2003",,,"0","Units",,,2,,
"1","Country","LTU","Lithuania","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2004","2004",,,"0","Units",,,4,,
"1","Country","LTU","Lithuania","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2005","2005",,,"0","Units",,,12,,
"1","Country","LTU","Lithuania","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2006","2006",,,"0","Units",,,19.41,,
"1","Country","LTU","Lithuania","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2007","2007",,,"0","Units",,,34.13,,
"1","Country","LTU","Lithuania","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2008","2008",,,"0","Units",,,42.86,,
"1","Country","LTU","Lithuania","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2009","2009",,,"0","Units",,,49.85,,
"1","Country","LTU","Lithuania","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2010","2010",,,"0","Units",,,53.57,,
"1","Country","LTU","Lithuania","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2011","2011",,,"0","Units",,,55.65,,
"1","Country","LTU","Lithuania","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2012","2012",,,"0","Units",,,59.6,,
"1","Country","LTU","Lithuania","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2013","2013",,,"0","Units",,,64.1,,
"1","Country","AUT","Austria","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2014","2014",,,"0","Units",,,79.38,,
"2","Large regions (TL2)","AT11","Burgenland","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2014","2014",,,"0","Units",,,80.23,,
"2","Large regions (TL2)","AT12","Lower Austria","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2014","2014",,,"0","Units",,,76.17,,
"2","Large regions (TL2)","AT13","Vienna","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2014","2014",,,"0","Units",,,82.61,,
"2","Large regions (TL2)","AT21","Carinthia","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2014","2014",,,"0","Units",,,73.49,,
"2","Large regions (TL2)","AT22","Styria","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2014","2014",,,"0","Units",,,78.22,,
"2","Large regions (TL2)","AT31","Upper Austria","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2014","2014",,,"0","Units",,,79.35,,
"2","Large regions (TL2)","AT32","Salzburg","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2014","2014",,,"0","Units",,,84.47,,
"2","Large regions (TL2)","AT33","Tyrol","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2014","2014",,,"0","Units",,,78.9,,
"2","Large regions (TL2)","AT34","Vorarlberg","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2014","2014",,,"0","Units",,,80.55,,
"1","Country","DEU","Germany","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2014","2014",,,"0","Units",,,86.58,,
"2","Large regions (TL2)","DE1","Baden-Württemberg","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2014","2014",,,"0","Units",,,85.1,,
"2","Large regions (TL2)","DE2","Bavaria","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2014","2014",,,"0","Units",,,86.24,,
"1","Country","GBR","United Kingdom","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2014","2014",,,"0","Units",,,88.18,,
"2","Large regions (TL2)","UKC","North East England","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2014","2014",,,"0","Units",,,86.86,,
"2","Large regions (TL2)","UKD","North West England","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2014","2014",,,"0","Units",,,87.16,,
"2","Large regions (TL2)","UKE","Yorkshire and The Humber","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2014","2014",,,"0","Units",,,86.32,,
"2","Large regions (TL2)","UKF","East Midlands","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2014","2014",,,"0","Units",,,89.32,,
"2","Large regions (TL2)","UKG","West Midlands","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2014","2014",,,"0","Units",,,85.48,,
"2","Large regions (TL2)","UKH","East of England","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2014","2014",,,"0","Units",,,88.28,,
"2","Large regions (TL2)","UKI","Greater London","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2014","2014",,,"0","Units",,,91.86,,
"1","Country","LVA","Latvia","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2014","2014",,,"0","Units",,,73.09,,
"2","Large regions (TL2)","LV00","Latvia","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2014","2014",,,"0","Units",,,73.09,,
"1","Country","LTU","Lithuania","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2014","2014",,,"0","Units",,,65.37,,
"2","Large regions (TL2)","DE3","Berlin","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2014","2014",,,"0","Units",,,87.84,,
"2","Large regions (TL2)","DE4","Brandenburg","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2014","2014",,,"0","Units",,,78.16,,
"2","Large regions (TL2)","DE5","Bremen","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2014","2014",,,"0","Units",,,86.98,,
"2","Large regions (TL2)","DE6","Hamburg","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2014","2014",,,"0","Units",,,91.16,,
"2","Large regions (TL2)","DE7","Hesse","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2014","2014",,,"0","Units",,,88.91,,
"2","Large regions (TL2)","DE8","Mecklenburg-Vorpommern","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2014","2014",,,"0","Units",,,77.57,,
"2","Large regions (TL2)","DE9","Lower Saxony","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2014","2014",,,"0","Units",,,89.09,,
"2","Large regions (TL2)","DEA","North Rhine-Westphalia","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2014","2014",,,"0","Units",,,88.11,,
"2","Large regions (TL2)","DEB","Rhineland-Palatinate","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2014","2014",,,"0","Units",,,87.35,,
"2","Large regions (TL2)","DEC","Saarland","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2014","2014",,,"0","Units",,,88.47,,
